row_id,subject,file,block,direction,source,target,anatomical_direction,lag_same_direction_traversals,n_traversals_modeled,reduced_loocv_mse,full_loocv_mse,delta_mse_source_added,curve_circular_shift_p,n_unique_circular_shifts
0,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,0,24,0.8959517913478168,1.0917756298528958,-0.195823838505079,0.8695652173913043,22
1,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,1,24,0.8959517913478168,0.874560503883834,0.021391287463982778,0.17391304347826086,22
2,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,0,24,1.5334659014115541,1.8276356646360412,-0.29416976322448707,0.8260869565217391,22
3,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,1,24,1.5334659014115541,1.9882561956369214,-0.4547902942253672,0.9565217391304348,22
4,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,0,24,1.6219791204237506,1.5017964292521793,0.12018269117157132,0.08695652173913043,22
5,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,1,24,1.6219791204237506,1.72920150638894,-0.10722238596518952,0.4782608695652174,22
6,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,0,24,0.8959517913478168,0.884221943511306,0.011729847836510765,0.17391304347826086,22
7,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,1,24,0.8959517913478168,0.8683261461954577,0.027625645152359102,0.17391304347826086,22
8,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,0,25,0.7162381156040004,0.7554061594450324,-0.03916804384103201,0.16666666666666666,23
9,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,1,25,0.7162381156040004,0.7647564025462117,-0.048518286942211275,0.25,23
10,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,0,25,1.3659712067807752,1.4273171271522813,-0.0613459203715061,0.2916666666666667,23
11,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,1,25,1.3659712067807752,1.4928141285841434,-0.1268429218033682,0.625,23
12,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,0,25,1.2664393912786152,1.3428288109444488,-0.07638941966583368,0.375,23
13,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,1,25,1.2664393912786152,1.3166107569520564,-0.05017136567344127,0.375,23
14,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,0,25,0.7162381156040004,0.7580837192734878,-0.04184560366948742,0.4583333333333333,23
15,M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,1,25,0.7162381156040004,0.750582981069191,-0.034344865465190555,0.4166666666666667,23
16,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,0,29,1.1463621081994317,1.2292650875768576,-0.08290297937742586,0.75,27
17,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,1,29,1.1463621081994317,1.199021269937798,-0.05265916173836627,0.5,27
18,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,0,29,0.8462962238036297,0.9122896906348081,-0.06599346683117846,0.6071428571428571,27
19,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,1,29,0.8462962238036297,0.8699203097135698,-0.02362408590994014,0.17857142857142858,27
20,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,0,29,0.6918824700356112,0.6843749883773377,0.007507481658273529,0.21428571428571427,27
21,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,1,29,0.6918824700356112,0.7792018180379228,-0.08731934800231156,0.8214285714285714,27
22,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,0,29,1.1463621081994317,1.1262328111352446,0.02012929706418709,0.25,27
23,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,1,29,1.1463621081994317,1.1958464722403386,-0.049484364040906836,0.6071428571428571,27
24,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,0,29,1.4034418062293343,1.6363484221851579,-0.23290661595582351,1.0,27
25,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,1,29,1.4034418062293343,1.5040087182900943,-0.10056691206075996,0.75,27
26,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,0,29,1.473347453602147,1.6928262072982785,-0.21947875369613157,1.0,27
27,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,1,29,1.473347453602147,1.5736258312808273,-0.10027837767868042,0.8928571428571429,27
28,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,0,29,0.6391787835993192,0.6923271376703167,-0.053148354070997494,0.75,27
29,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,1,29,0.6391787835993192,0.6442268924529012,-0.0050481088535819785,0.14285714285714285,27
30,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,0,29,1.4034418062293343,1.5274529595297024,-0.12401115330036805,0.75,27
31,M01,sub-M01_ses-20240313T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,1,29,1.4034418062293343,1.556235628233275,-0.15279382200394065,0.7857142857142857,27
32,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,0,47,4.621330200390914,4.702741750803223,-0.08141155041230874,0.6739130434782609,45
33,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,1,47,4.621330200390914,4.827688571853287,-0.20635837146237268,0.8260869565217391,45
34,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,0,47,1.2603694614914451,0.6917918905742351,0.5685775709172101,0.021739130434782608,45
35,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,1,47,1.2603694614914451,0.6825539854865826,0.5778154760048625,0.021739130434782608,45
36,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,0,47,0.9927688640547275,1.0162616220755403,-0.023492758020812743,0.5652173913043478,45
37,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,1,47,0.9927688640547275,1.8608045224976093,-0.8680356584428818,1.0,45
38,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,0,47,4.621330200390914,4.310549158442883,0.31078104194803124,0.2608695652173913,45
39,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,1,47,4.621330200390914,5.772692379261741,-1.1513621788708273,1.0,45
40,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,0,47,0.42922870984542133,0.36499519157547905,0.06423351826994228,0.043478260869565216,45
41,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,1,47,0.42922870984542133,0.4655515157154123,-0.03632280586999098,1.0,45
42,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,0,47,0.9046632705314601,0.7520767626897947,0.1525865078416654,0.021739130434782608,45
43,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA1,CA3,reverse,1,47,0.9046632705314601,0.9352167886867846,-0.030553518155324477,0.6304347826086957,45
44,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,0,47,1.1072057188021138,1.1268166953856835,-0.019610976583569695,0.2826086956521739,45
45,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,CA1,RSC,forward,1,47,1.1072057188021138,1.0512539526092939,0.05595176619281994,0.043478260869565216,45
46,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,0,47,0.42922870984542133,0.4382282622838429,-0.008999552438421543,0.21739130434782608,45
47,M01,sub-M01_ses-20240314T100000_behavior+ecephys.nwb,1,RtoL,RSC,CA1,reverse,1,47,0.42922870984542133,0.44980267424065007,-0.02057396439522874,0.6956521739130435,45
48,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,0,25,1.3840403858150288,1.4621960188410354,-0.0781556330260067,0.375,23
49,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA3,CA1,forward,1,25,1.3840403858150288,1.4291380584565463,-0.04509767264151754,0.25,23
50,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,0,25,1.2532880030719142,1.319554923470542,-0.0662669203986277,0.25,23
51,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,CA3,reverse,1,25,1.2532880030719142,1.348575320945671,-0.09528731787375677,0.4166666666666667,23
52,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,0,25,1.1341329481045375,1.2474124181516706,-0.11327947004713312,0.7083333333333334,23
53,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,CA1,RSC,forward,1,25,1.1341329481045375,1.2464263486783183,-0.11229340057378079,0.7083333333333334,23
54,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,0,25,1.3840403858150288,1.5538290646460104,-0.1697886788309817,0.8333333333333334,23
55,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,LtoR,RSC,CA1,reverse,1,25,1.3840403858150288,1.4775661666978694,-0.09352578088284069,0.625,23
56,M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,1,RtoL,CA3,CA1,forward,0,24,1.2144274241049315,1.3770668343070627,-0.16263941020213113,0.8260869565217391,22
