n_cells,replicate,window_width,estimated_midpoint,error
24,59,9,17.918045657961766,-2.081954342038234
24,60,1,18.870016449812727,-1.1299835501872728
24,60,5,17.973165869419375,-2.0268341305806246
24,60,9,17.660958083948273,-2.339041916051727
24,61,1,18.859378935485946,-1.140621064514054
24,61,5,17.861155059725014,-2.1388449402749856
24,61,9,17.60654924435392,-2.3934507556460787
24,62,1,19.5141690596555,-0.48583094034449914
24,62,5,18.5698284818903,-1.4301715181096988
24,62,9,18.014193669354626,-1.9858063306453744
24,63,1,19.528676168351232,-0.47132383164876757
24,63,5,18.729822195755773,-1.270177804244227
24,63,9,18.391697995544952,-1.608302004455048
24,64,1,19.532942567210405,-0.4670574327895949
24,64,5,18.321520352524715,-1.6784796474752852
24,64,9,17.966605089469688,-2.033394910530312
24,65,1,18.935837071301894,-1.0641629286981065
24,65,5,18.214895576191964,-1.7851044238080362
24,65,9,17.96974661307425,-2.03025338692575
24,66,1,19.843897641218472,-0.15610235878152778
24,66,5,18.820758744984442,-1.1792412550155582
24,66,9,18.499563296999664,-1.5004367030003358
24,67,1,19.969552395118228,-0.030447604881771895
24,67,5,18.558338113579488,-1.441661886420512
24,67,9,18.135696342459685,-1.8643036575403151
24,68,1,19.738676880022588,-0.261323119977412
24,68,5,18.811722153309077,-1.188277846690923
24,68,9,18.464809669102138,-1.535190330897862
24,69,1,19.75199339890191,-0.24800660109809058
24,69,5,18.626667873980743,-1.3733321260192568
24,69,9,18.226974014547032,-1.7730259854529677
24,70,1,19.278507911525054,-0.7214920884749461
24,70,5,18.337947945748837,-1.6620520542511628
24,70,9,18.041218956406027,-1.958781043593973
24,71,1,19.37487507759376,-0.6251249224062398
24,71,5,18.691601455220997,-1.3083985447790027
24,71,9,18.49459047138119,-1.5054095286188094
24,72,1,19.64138615697358,-0.3586138430264185
24,72,5,19.061303629600122,-0.9386963703998781
24,72,9,18.776630590485198,-1.2233694095148024
24,73,1,19.449279513603475,-0.5507204863965249
24,73,5,18.220632219851797,-1.7793677801482026
24,73,9,17.739156371433747,-2.2608436285662528
24,74,1,19.56871161780116,-0.43128838219884
24,74,5,18.45438688068333,-1.5456131193166698
24,74,9,18.276665904076353,-1.7233340959236472
24,75,1,19.734454374045484,-0.26554562595451614
24,75,5,19.257959306151726,-0.7420406938482742
24,75,9,19.022478959785918,-0.9775210402140821
24,76,1,19.462794426337958,-0.5372055736620425
24,76,5,18.501541829950675,-1.4984581700493251
24,76,9,18.21325600120465,-1.7867439987953517
24,77,1,19.617520841494333,-0.38247915850566727
24,77,5,18.954506023879826,-1.0454939761201736
24,77,9,18.60311967284787,-1.3968803271521288
24,78,1,19.97952595457088,-0.020474045429118348
24,78,5,19.077875171918766,-0.922124828081234
24,78,9,18.62477174928801,-1.3752282507119915
24,79,1,20.231555000675414,0.23155500067541368
24,79,5,19.16085249537879,-0.8391475046212094
24,79,9,18.73472822925497,-1.2652717707450307
24,80,1,18.61740416448046,-1.3825958355195382
24,80,5,17.582864690337942,-2.417135309662058
24,80,9,17.355971529128034,-2.644028470871966
24,81,1,19.573884730201623,-0.4261152697983768
24,81,5,18.561577733242764,-1.438422266757236
24,81,9,18.129897399226266,-1.870102600773734
24,82,1,19.203777117157337,-0.7962228828426632
24,82,5,18.502760584727287,-1.4972394152727126
24,82,9,18.27130810746889,-1.7286918925311099
24,83,1,18.98546376725247,-1.0145362327475311
24,83,5,17.639642561643267,-2.3603574383567327
24,83,9,17.363302129676597,-2.6366978703234025
24,84,1,20.08291899298468,0.08291899298468053
24,84,5,18.65944773866356,-1.3405522613364411
24,84,9,18.117521968966496,-1.8824780310335036
24,85,1,19.18208008676799,-0.8179199132320107
24,85,5,18.381994655815692,-1.6180053441843079
24,85,9,18.09861305530713,-1.9013869446928702
24,86,1,19.429728262468554,-0.5702717375314457
24,86,5,18.380234086026142,-1.6197659139738576
24,86,9,18.066476508286144,-1.9335234917138564
24,87,1,19.696834858396144,-0.30316514160385566
24,87,5,18.834788790578344,-1.1652112094216562
24,87,9,18.396902084803646,-1.6030979151963543
24,88,1,18.457548824994195,-1.5424511750058052
24,88,5,17.57613943774177,-2.4238605622582305
24,88,9,16.601061535349544,-3.398938464650456
24,89,1,18.95661007166252,-1.0433899283374792
24,89,5,17.7145738877089,-2.2854261122910984
24,89,9,17.540074879195075,-2.4599251208049253
24,90,1,19.484720143118015,-0.5152798568819854
24,90,5,18.507962993416058,-1.4920370065839421
24,90,9,18.050880286179968,-1.949119713820032
24,91,1,19.651521158546345,-0.34847884145365526
24,91,5,18.932384460923622,-1.0676155390763782
24,91,9,18.52687019200685,-1.4731298079931499
24,92,1,19.23556678872501,-0.7644332112749908
24,92,5,18.211584113158366,-1.7884158868416336
24,92,9,17.88704530522915,-2.112954694770849
24,93,1,19.241419012932017,-0.7585809870679832
24,93,5,18.500990370863427,-1.499009629136573
24,93,9,18.121413744631717,-1.8785862553682833
24,94,1,20.209522795048557,0.20952279504855653
24,94,5,19.429831817017757,-0.5701681829822434
24,94,9,19.051956148643125,-0.948043851356875
