n_cells,replicate,window_width,estimated_midpoint,error
24,95,1,19.3270859143471,-0.6729140856528986
24,95,5,18.126006754777244,-1.8739932452227563
24,95,9,17.580447866195687,-2.419552133804313
24,96,1,19.55204626603449,-0.44795373396550886
24,96,5,18.592477841622173,-1.4075221583778266
24,96,9,18.340300000744428,-1.6596999992555723
24,97,1,18.881644178252362,-1.1183558217476381
24,97,5,17.793417692130152,-2.206582307869848
24,97,9,17.51519943905463,-2.48480056094537
24,98,1,19.56112763224253,-0.43887236775746885
24,98,5,18.784966338962693,-1.2150336610373067
24,98,9,18.296794543535356,-1.7032054564646444
24,99,1,18.9735567548256,-1.0264432451743986
24,99,5,18.17540260260655,-1.8245973973934504
24,99,9,17.77725580133094,-2.2227441986690586
48,0,1,19.215613548346756,-0.7843864516532442
48,0,5,18.288420877742368,-1.711579122257632
48,0,9,18.00530353603555,-1.9946964639644484
48,1,1,19.396086938568544,-0.6039130614314558
48,1,5,18.34891808844388,-1.651081911556119
48,1,9,18.112350375068715,-1.887649624931285
48,2,1,19.25667734058084,-0.7433226594191602
48,2,5,18.080564545258465,-1.919435454741535
48,2,9,17.614715652149307,-2.3852843478506927
48,3,1,19.51441149017519,-0.4855885098248116
48,3,5,18.630208419934206,-1.3697915800657938
48,3,9,18.263633137183763,-1.7363668628162365
48,4,1,19.067606176649143,-0.9323938233508571
48,4,5,18.21408349814978,-1.7859165018502203
48,4,9,17.963814337597253,-2.0361856624027475
48,5,1,19.51986625656911,-0.48013374343089055
48,5,5,18.58044155780414,-1.4195584421958607
48,5,9,18.19581029613314,-1.8041897038668608
48,6,1,19.975666426284015,-0.024333573715985324
48,6,5,19.013841579998193,-0.9861584200018072
48,6,9,18.648688211631416,-1.3513117883685837
48,7,1,19.99353730477324,-0.006462695226758797
48,7,5,18.708184754003486,-1.2918152459965135
48,7,9,18.096046800531127,-1.903953199468873
48,8,1,19.54511202548834,-0.4548879745116601
48,8,5,18.6920623505672,-1.3079376494328017
48,8,9,18.356665722981973,-1.6433342770180275
48,9,1,19.19498814007188,-0.8050118599281184
48,9,5,18.201882817857015,-1.7981171821429847
48,9,9,17.94702599888237,-2.0529740011176294
48,10,1,19.387258725524752,-0.6127412744752476
48,10,5,18.423420249760504,-1.576579750239496
48,10,9,18.0412710348111,-1.9587289651889002
48,11,1,18.773165192955112,-1.226834807044888
48,11,5,17.688372542466666,-2.3116274575333335
48,11,9,17.296190784819736,-2.7038092151802644
48,12,1,19.61948071673764,-0.38051928326235895
48,12,5,18.694326011311166,-1.3056739886888344
48,12,9,18.26936316816843,-1.7306368318315712
48,13,1,19.409696873293647,-0.5903031267063525
48,13,5,18.543210367650452,-1.4567896323495475
48,13,9,18.234634293279818,-1.765365706720182
48,14,1,19.028370942434343,-0.9716290575656572
48,14,5,18.15734440311092,-1.842655596889081
48,14,9,17.883777369928005,-2.116222630071995
48,15,1,19.614451229963034,-0.38554877003696575
48,15,5,18.6526322847299,-1.3473677152700994
48,15,9,18.25134070303611,-1.7486592969638899
48,16,1,19.45778063831625,-0.542219361683749
48,16,5,18.32028809434845,-1.6797119056515513
48,16,9,17.95273933626767,-2.047260663732331
48,17,1,19.787549156811902,-0.2124508431880976
48,17,5,18.798231745541145,-1.2017682544588553
48,17,9,18.396598647707716,-1.603401352292284
48,18,1,19.15421827981994,-0.8457817201800601
48,18,5,18.386692231643757,-1.6133077683562433
48,18,9,18.071211534578,-1.9287884654219987
48,19,1,19.173112810569013,-0.8268871894309875
48,19,5,18.261294917148426,-1.738705082851574
48,19,9,17.94313796925168,-2.05686203074832
48,20,1,19.89106971987617,-0.10893028012382899
48,20,5,18.986962578120608,-1.0130374218793925
48,20,9,18.601395734234043,-1.3986042657659574
48,21,1,19.90412013793662,-0.09587986206338073
48,21,5,19.16262931233298,-0.8373706876670184
48,21,9,18.968719983129983,-1.0312800168700171
48,22,1,19.602056184922148,-0.39794381507785204
48,22,5,18.80823379154992,-1.1917662084500797
48,22,9,18.493567029373125,-1.506432970626875
48,23,1,18.51981798105758,-1.4801820189424184
48,23,5,17.890344738125222,-2.109655261874778
48,23,9,17.420113631777333,-2.5798863682226667
48,24,1,20.116848717688427,0.11684871768842697
48,24,5,19.099052379776943,-0.9009476202230573
48,24,9,18.70977964766135,-1.2902203523386504
48,25,1,19.64079742054333,-0.3592025794566709
48,25,5,18.488483687674595,-1.511516312325405
48,25,9,18.00803775125315,-1.9919622487468516
48,26,1,19.23216448739651,-0.7678355126034901
48,26,5,18.23409630350266,-1.7659036964973396
48,26,9,17.887038260668856,-2.112961739331144
48,27,1,19.69566476463275,-0.30433523536725104
48,27,5,18.731699490303686,-1.2683005096963136
48,27,9,18.324896572446903,-1.675103427553097
48,28,1,19.9295998160404,-0.0704001839595989
48,28,5,18.943205548445786,-1.0567944515542145
48,28,9,18.66398259088274,-1.336017409117261
48,29,1,19.88790305058717,-0.11209694941283033
48,29,5,18.923091010783445,-1.0769089892165553
48,29,9,18.5384929362949,-1.461507063705099
48,30,1,19.132502134443072,-0.8674978655569276
48,30,5,18.32551818085509,-1.6744818191449085
48,30,9,17.932125718831262,-2.067874281168738
48,31,1,19.840167118930765,-0.1598328810692351
48,31,5,19.033196987059743,-0.9668030129402574
48,31,9,18.734099002138148,-1.265900997861852
48,32,1,19.117004129085867,-0.882995870914133
48,32,5,18.281164061113742,-1.718835938886258
48,32,9,17.88032023333548,-2.1196797666645217
48,33,1,19.344139680486006,-0.6558603195139945
48,33,5,18.556308972726992,-1.4436910272730081
48,33,9,18.207761769428533,-1.792238230571467
48,34,1,18.929404693821947,-1.0705953061780527
48,34,5,18.043764771387195,-1.9562352286128046
48,34,9,17.723142434041893,-2.2768575659581067
48,35,1,19.171661837160357,-0.8283381628396427
48,35,5,18.356046223874177,-1.643953776125823
48,35,9,18.025743830207126,-1.9742561697928735
48,36,1,19.502148597633706,-0.4978514023662939
48,36,5,18.51054347340319,-1.4894565265968112
48,36,9,18.24538949739436,-1.7546105026056402
48,37,1,19.63446712241475,-0.3655328775852489
48,37,5,18.689088081911024,-1.3109119180889763
48,37,9,18.389428021899267,-1.610571978100733
48,38,1,19.479912386914442,-0.5200876130855576
48,38,5,18.439632269744024,-1.560367730255976
48,38,9,17.780698688358875,-2.219301311641125
48,39,1,19.706080190759653,-0.29391980924034655
48,39,5,18.72142474246038,-1.2785752575396216
48,39,9,18.33948366300697,-1.6605163369930303
48,40,1,19.94934905050628,-0.0506509494937184
48,40,5,18.717148920393385,-1.2828510796066155
48,40,9,18.2707664852725,-1.7292335147275004
48,41,1,19.474067245010374,-0.5259327549896256
48,41,5,18.627992532637702,-1.3720074673622982
48,41,9,18.290657111225975,-1.7093428887740245
48,42,1,19.451629982226855,-0.548370017773145
48,42,5,18.060609421511277,-1.939390578488723
48,42,9,17.543141421103165,-2.456858578896835
48,43,1,19.862965219814637,-0.1370347801853633
48,43,5,18.8928844993237,-1.1071155006763007
48,43,9,18.579551403003528,-1.4204485969964722
48,44,1,19.66716063821671,-0.33283936178328943
48,44,5,18.795398491616808,-1.2046015083831918
48,44,9,18.37719476560237,-1.6228052343976316
48,45,1,18.865751288748466,-1.1342487112515336
48,45,5,17.9553497268081,-2.0446502731918983
48,45,9,17.61673577535816,-2.3832642246418416
48,46,1,19.262561306954485,-0.7374386930455152
48,46,5,18.43748698401959,-1.5625130159804108
48,46,9,18.07687185728781,-1.9231281427121907
48,47,1,19.54895127900483,-0.45104872099517124
48,47,5,18.560459319411585,-1.439540680588415
48,47,9,18.1580892191706,-1.8419107808294015
48,48,1,19.294494708628708,-0.705505291371292
48,48,5,18.65534771400467,-1.3446522859953305
48,48,9,18.38842734367448,-1.6115726563255208
48,49,1,19.429985313394454,-0.5700146866055462
48,49,5,18.309948576313303,-1.6900514236866968
48,49,9,17.909810526993095,-2.0901894730069053
48,50,1,19.346349843833192,-0.6536501561668082
48,50,5,18.28829942485122,-1.7117005751487788
48,50,9,18.053117977965822,-1.9468820220341776
48,51,1,19.817970607477513,-0.1820293925224874
48,51,5,18.771382192965614,-1.2286178070343858
48,51,9,18.440175305147243,-1.5598246948527574
48,52,1,19.426769562115332,-0.5732304378846678
48,52,5,18.368082409898243,-1.6319175901017573
48,52,9,17.964656941221982,-2.035343058778018
48,53,1,19.378717074350842,-0.6212829256491581
48,53,5,18.508780315792375,-1.4912196842076249
48,53,9,18.18273836518744,-1.81726163481256
48,54,1,19.527355125639385,-0.47264487436061486
48,54,5,18.623688951892703,-1.376311048107297
48,54,9,18.311655681633848,-1.688344318366152
48,55,1,19.412266137219277,-0.5877338627807234
48,55,5,18.56100905123662,-1.4389909487633794
48,55,9,18.321411191493112,-1.6785888085068876
48,56,1,18.748555231500752,-1.2514447684992476
48,56,5,18.019150569114576,-1.9808494308854243
48,56,9,17.714648218351673,-2.285351781648327
48,57,1,19.635947753669967,-0.36405224633003286
48,57,5,18.783573500021973,-1.2164264999780272
48,57,9,18.546200551781894,-1.4537994482181062
48,58,1,19.56637738748221,-0.4336226125177909
48,58,5,18.61817776926045,-1.3818222307395516
48,58,9,18.254869627315696,-1.7451303726843044
48,59,1,19.784729673220973,-0.21527032677902724
48,59,5,18.80648167146668,-1.1935183285333189
48,59,9,18.45396460735198,-1.5460353926480188
48,60,1,19.32650203489731,-0.6734979651026904
48,60,5,18.45075339925326,-1.5492466007467414
48,60,9,18.090430905008432,-1.9095690949915678
48,61,1,19.600669623819364,-0.39933037618063594
48,61,5,18.456038548179016,-1.5439614518209837
48,61,9,18.038326234999015,-1.9616737650009846
48,62,1,19.360133980306497,-0.6398660196935033
48,62,5,18.596688567869712,-1.4033114321302875
48,62,9,18.23371014833457,-1.7662898516654302
48,63,1,18.82191259723134,-1.1780874027686608
48,63,5,18.02050418663054,-1.9794958133694607
48,63,9,17.72359772464022,-2.2764022753597786
48,64,1,19.45114603955821,-0.5488539604417895
48,64,5,18.541990776713817,-1.458009223286183
48,64,9,18.147576881572903,-1.8524231184270974
48,65,1,20.03624422391475,0.036244223914749796
48,65,5,19.180480257073338,-0.8195197429266621
48,65,9,18.83798519361809,-1.1620148063819116
48,66,1,19.61807230225179,-0.38192769774821045
48,66,5,18.321107331044203,-1.6788926689557968
48,66,9,17.898067755465533,-2.101932244534467
48,67,1,19.664706819146218,-0.3352931808537818
48,67,5,18.87511257151381,-1.1248874284861898
48,67,9,18.505948484007387,-1.4940515159926129
48,68,1,19.790108818405333,-0.20989118159466713
48,68,5,18.78493086979527,-1.2150691302047285
48,68,9,18.4267910223518,-1.5732089776482
48,69,1,19.190088264977433,-0.8099117350225669
48,69,5,18.505181698854017,-1.4948183011459832
48,69,9,18.2622789334814,-1.7377210665185991
48,70,1,19.888048599909705,-0.11195140009029458
48,70,5,19.084152772417237,-0.9158472275827627
48,70,9,18.795017884738705,-1.204982115261295
48,71,1,19.83840344321807,-0.1615965567819302
48,71,5,18.865663023262133,-1.1343369767378668
48,71,9,18.485704910710997,-1.5142950892890035
48,72,1,19.74941299933742,-0.25058700066258055
48,72,5,18.799204609656,-1.2007953903439983
48,72,9,18.436335780177725,-1.5636642198222752
48,73,1,18.65306910736303,-1.3469308926369692
48,73,5,17.70533671682384,-2.2946632831761598
48,73,9,17.38088351290552,-2.6191164870944803
48,74,1,18.60369748623648,-1.3963025137635192
48,74,5,17.63934760912606,-2.360652390873941
48,74,9,17.278428131089242,-2.7215718689107575
48,75,1,19.591744904460892,-0.40825509553910777
48,75,5,18.64205339799675,-1.3579466020032491
48,75,9,18.3098636213413,-1.6901363786586998
48,76,1,19.04580214802031,-0.9541978519796892
48,76,5,17.859450459265453,-2.140549540734547
48,76,9,17.525341856919624,-2.474658143080376
48,77,1,19.44594303936286,-0.5540569606371406
48,77,5,18.591642600091546,-1.4083573999084535
48,77,9,18.33091749289884,-1.6690825071011588
48,78,1,18.891501699620665,-1.1084983003793347
48,78,5,18.29935574128674,-1.700644258713261
48,78,9,18.085298979179665,-1.9147010208203348
48,79,1,19.104181674957125,-0.8958183250428746
48,79,5,18.129198720736603,-1.8708012792633966
48,79,9,17.75067047047054,-2.2493295295294615
48,80,1,19.103889918164267,-0.896110081835733
48,80,5,18.22705653529019,-1.7729434647098117
48,80,9,17.903251050967302,-2.0967489490326976
48,81,1,19.380662434728404,-0.6193375652715964
48,81,5,18.466709233937134,-1.5332907660628656
48,81,9,18.177050320398823,-1.8229496796011766
48,82,1,19.33625957468051,-0.6637404253194887
48,82,5,18.483953696208232,-1.516046303791768
48,82,9,18.16661981842528,-1.8333801815747215
48,83,1,19.677573455248247,-0.32242654475175314
48,83,5,18.679670166162452,-1.3203298338375475
48,83,9,18.35004656313544,-1.6499534368645605
48,84,1,19.393431854360678,-0.6065681456393222
48,84,5,18.34263360089743,-1.657366399102571
48,84,9,17.966054588978004,-2.033945411021996
48,85,1,19.34040725821941,-0.6595927417805889
48,85,5,18.501341243585614,-1.498658756414386
48,85,9,18.155652238901943,-1.8443477610980565
48,86,1,19.349985860300233,-0.650014139699767
48,86,5,18.460026167069614,-1.5399738329303858
48,86,9,18.05732249191185,-1.942677508088149
48,87,1,18.958375543819454,-1.0416244561805463
48,87,5,18.081742989847204,-1.9182570101527965
48,87,9,17.770918631014087,-2.229081368985913
48,88,1,19.633032135298315,-0.3669678647016852
48,88,5,18.541163578739162,-1.4588364212608376
48,88,9,18.08346464755407,-1.9165353524459299
48,89,1,19.677934179090816,-0.32206582090918445
48,89,5,18.830380414924637,-1.1696195850753632
48,89,9,18.477299173183173,-1.522700826816827
48,90,1,19.254525802506983,-0.7454741974930172
48,90,5,18.20880108334694,-1.7911989166530589
48,90,9,17.906755298180077,-2.0932447018199234
48,91,1,19.558596588078643,-0.4414034119213568
48,91,5,18.38979587928789,-1.6102041207121083
48,91,9,17.999158089433525,-2.000841910566475
48,92,1,19.53275332031836,-0.46724667968164013
48,92,5,18.51387573492093,-1.48612426507907
48,92,9,18.178780562625743,-1.821219437374257
48,93,1,19.440123687043148,-0.5598763129568525
48,93,5,18.54141958254842,-1.4585804174515786
48,93,9,18.19706939177942,-1.8029306082205814
48,94,1,19.702251780924573,-0.2977482190754266
48,94,5,18.617804058722346,-1.3821959412776543
48,94,9,18.244290539800094,-1.7557094601999061
48,95,1,19.182403277151646,-0.8175967228483536
48,95,5,18.337833152706438,-1.6621668472935625
48,95,9,18.058926862764658,-1.9410731372353425
48,96,1,19.881234897378473,-0.11876510262152706
48,96,5,18.762870597907742,-1.2371294020922576
48,96,9,18.391590194368998,-1.6084098056310019
48,97,1,19.32138759620639,-0.6786124037936112
48,97,5,18.340012682267954,-1.659987317732046
48,97,9,18.03027600936036,-1.9697239906396398
48,98,1,19.648865913292184,-0.3511340867078161
48,98,5,18.761659466756903,-1.2383405332430968
48,98,9,18.438779847491595,-1.5612201525084046
48,99,1,19.762999507637506,-0.237000492362494
48,99,5,18.821168570029517,-1.178831429970483
48,99,9,18.433304761650884,-1.5666952383491157
96,0,1,19.19669623547869,-0.8033037645213099
96,0,5,18.19644999360662,-1.8035500063933796
96,0,9,17.785494603341096,-2.214505396658904
96,1,1,19.633928496882714,-0.3660715031172863
96,1,5,18.884435022940206,-1.115564977059794
96,1,9,18.577700114361868,-1.4222998856381324
96,2,1,19.47473256345799,-0.5252674365420091
96,2,5,18.565080142534732,-1.4349198574652675
96,2,9,18.2223792703552,-1.7776207296447986
96,3,1,19.723967324311626,-0.27603267568837353
96,3,5,18.79762134157403,-1.202378658425971
96,3,9,18.474293823561858,-1.5257061764381419
96,4,1,19.457501273426754,-0.5424987265732462
96,4,5,18.461280582731217,-1.5387194172687835
96,4,9,18.08877779625483,-1.9112222037451687
96,5,1,19.701113562167887,-0.2988864378321132
96,5,5,18.760289071895844,-1.2397109281041558
96,5,9,18.418477099651053,-1.581522900348947
96,6,1,19.116607021467097,-0.8833929785329033
96,6,5,18.294025274376857,-1.7059747256231432
96,6,9,18.03314789142974,-1.9668521085702615
96,7,1,19.192820152309974,-0.8071798476900263
96,7,5,18.365819762518544,-1.6341802374814556
96,7,9,18.04114558264227,-1.9588544173577311
96,8,1,19.577350785730207,-0.42264921426979285
96,8,5,18.689566295734913,-1.3104337042650869
96,8,9,18.407566180005965,-1.592433819994035
96,9,1,18.98193179427046,-1.0180682057295414
96,9,5,18.06317835991626,-1.936821640083739
96,9,9,17.783677738707347,-2.216322261292653
96,10,1,19.594079285704645,-0.40592071429535537
96,10,5,18.66585172180106,-1.3341482781989384
96,10,9,18.317190700167938,-1.682809299832062
96,11,1,19.29047009257822,-0.7095299074217785
96,11,5,18.480984876823992,-1.5190151231760076
96,11,9,18.147632583773348,-1.8523674162266524
96,12,1,19.18846472781962,-0.8115352721803788
96,12,5,18.407408969218714,-1.5925910307812856
96,12,9,18.12641485835658,-1.8735851416434208
96,13,1,19.82539652190429,-0.17460347809571175
96,13,5,18.792695104079687,-1.2073048959203128
96,13,9,18.383074021429465,-1.616925978570535
96,14,1,18.930394692787957,-1.0696053072120435
96,14,5,18.05653583339112,-1.94346416660888
96,14,9,17.701460950000975,-2.2985390499990253
96,15,1,19.055316379083557,-0.9446836209164431
96,15,5,18.079496899599235,-1.920503100400765
96,15,9,17.739067141054186,-2.2609328589458144
96,16,1,19.59645650627881,-0.403543493721191
96,16,5,18.578359364371284,-1.421640635628716
96,16,9,18.19871181375428,-1.8012881862457206
96,17,1,19.386380760386096,-0.6136192396139037
96,17,5,18.444727556178464,-1.5552724438215364
96,17,9,18.056702978923838,-1.9432970210761624
96,18,1,19.318037303537903,-0.6819626964620973
96,18,5,18.536391052291364,-1.4636089477086358
96,18,9,18.218594742168,-1.7814052578319988
96,19,1,19.785044352235253,-0.21495564776474652
96,19,5,18.682868393211997,-1.3171316067880028
96,19,9,18.23338721422012,-1.7666127857798806
96,20,1,19.31498772791826,-0.6850122720817389
96,20,5,18.212664700707816,-1.7873352992921845
96,20,9,17.849891868582592,-2.150108131417408
96,21,1,19.40777199319133,-0.5922280068086714
96,21,5,18.484790120073228,-1.515209879926772
96,21,9,18.09071547896275,-1.9092845210372502
96,22,1,19.90854169125425,-0.09145830874575012
96,22,5,18.973468685609923,-1.026531314390077
96,22,9,18.666253122894776,-1.3337468771052237
96,23,1,19.73208083946055,-0.2679191605394493
96,23,5,18.665529962680075,-1.3344700373199245
96,23,9,18.18377928413151,-1.8162207158684893
96,24,1,19.255412114707184,-0.744587885292816
96,24,5,18.22014249680676,-1.7798575031932415
96,24,9,17.943186298146376,-2.056813701853624
96,25,1,19.336586947935086,-0.6634130520649144
96,25,5,18.271896130658266,-1.7281038693417337
96,25,9,17.90879301141932,-2.09120698858068
96,26,1,19.535572930292876,-0.4644270697071242
96,26,5,18.5489437066322,-1.4510562933677988
96,26,9,18.22260194954085,-1.7773980504591513
96,27,1,19.725726081425723,-0.2742739185742771
96,27,5,18.722945134078415,-1.2770548659215848
96,27,9,18.31929960718541,-1.6807003928145896
96,28,1,19.11059513155762,-0.8894048684423801
96,28,5,18.261173178649038,-1.738826821350962
96,28,9,17.907736030964607,-2.0922639690353932
96,29,1,18.896997517346694,-1.1030024826533058
96,29,5,18.089175368221124,-1.9108246317788762
96,29,9,17.7815945870329,-2.218405412967101
96,30,1,19.163477996122136,-0.8365220038778638
96,30,5,18.181354547607388,-1.8186454523926123
96,30,9,17.795405377694326,-2.204594622305674
96,31,1,19.468414643802227,-0.5315853561977733
96,31,5,18.66583928387629,-1.3341607161237086
96,31,9,18.34514069790347,-1.6548593020965292
96,32,1,19.39688317413487,-0.6031168258651292
96,32,5,18.52563926109068,-1.4743607389093185
96,32,9,18.223146637416708,-1.7768533625832923
96,33,1,19.18256743851302,-0.8174325614869815
96,33,5,18.356814977521797,-1.6431850224782032
96,33,9,18.006648608414686,-1.993351391585314
96,34,1,19.463003508395904,-0.5369964916040963
96,34,5,18.576048079966966,-1.4239519200330335
96,34,9,18.207694203397423,-1.7923057966025766
96,35,1,19.51339273286414,-0.48660726713585944
96,35,5,18.690948854314527,-1.3090511456854728
96,35,9,18.35617032935094,-1.6438296706490583
96,36,1,19.234232358232674,-0.7657676417673258
96,36,5,18.325630636091454,-1.6743693639085464
96,36,9,17.96821605508504,-2.0317839449149595
96,37,1,19.63674417147218,-0.36325582852781935
96,37,5,18.688049694681133,-1.3119503053188666
96,37,9,18.358499413572012,-1.6415005864279877
96,38,1,19.257642257923756,-0.7423577420762442
96,38,5,18.1560025680115,-1.8439974319885017
96,38,9,17.802944505052004,-2.197055494947996
96,39,1,19.486214111739514,-0.513785888260486
96,39,5,18.577094991765662,-1.4229050082343377
96,39,9,18.237715024888924,-1.7622849751110756
96,40,1,19.38744019410011,-0.6125598058998882
96,40,5,18.143021368540012,-1.856978631459988
96,40,9,17.787608117065005,-2.2123918829349947
96,41,1,19.302604596581002,-0.697395403418998
96,41,5,18.384118927806565,-1.6158810721934351
96,41,9,18.000709268433653,-1.9992907315663473
96,42,1,19.375771207039,-0.6242287929609986
96,42,5,18.53198006178534,-1.4680199382146597
96,42,9,18.20432879538272,-1.7956712046172782
96,43,1,19.203212071628,-0.7967879283720016
96,43,5,18.327051314612117,-1.6729486853878832
96,43,9,17.998148051270054,-2.0018519487299464
96,44,1,19.50938815079455,-0.4906118492054503
96,44,5,18.495691251040736,-1.5043087489592644
96,44,9,18.134001068937394,-1.865998931062606
96,45,1,19.347688812374848,-0.652311187625152
96,45,5,18.3188902056678,-1.681109794332201
96,45,9,17.8686390193813,-2.1313609806187017
96,46,1,19.261958683049713,-0.7380413169502873
96,46,5,18.322551581146552,-1.677448418853448
96,46,9,18.02119244953122,-1.9788075504687797
96,47,1,19.35603807809951,-0.6439619219004911
96,47,5,18.308350944561873,-1.691649055438127
96,47,9,17.94183880042196,-2.0581611995780413
96,48,1,19.036832443914946,-0.9631675560850539
96,48,5,18.13847935443773,-1.861520645562269
96,48,9,17.72212733479823,-2.2778726652017696
96,49,1,19.44432614431145,-0.5556738556885499
96,49,5,18.504395030830224,-1.4956049691697757
96,49,9,18.09208036161603,-1.9079196383839694
96,50,1,19.421870020205883,-0.5781299797941166
96,50,5,18.491218896169347,-1.5087811038306533
96,50,9,18.195675230955953,-1.8043247690440474
96,51,1,19.508381267769742,-0.49161873223025765
96,51,5,18.335152480349397,-1.6648475196506034
96,51,9,17.903542778630275,-2.0964572213697252
96,52,1,19.82397727892425,-0.1760227210757499
96,52,5,18.94237689380709,-1.05762310619291
96,52,9,18.58891189581917,-1.4110881041808305
96,53,1,19.52555508632289,-0.47444491367711095
96,53,5,18.535149687090783,-1.464850312909217
96,53,9,18.15908940090734,-1.840910599092659
96,54,1,19.604454816651,-0.39554518334900024
96,54,5,18.563780542084643,-1.4362194579153567
96,54,9,18.190053582385392,-1.8099464176146078
96,55,1,19.547053493893177,-0.45294650610682297
96,55,5,18.35965609055827,-1.6403439094417287
96,55,9,17.933487412402215,-2.066512587597785
96,56,1,19.912456069647614,-0.0875439303523855
96,56,5,18.88045264592389,-1.1195473540761114
96,56,9,18.42255782392913,-1.5774421760708712
96,57,1,19.69056981698838,-0.30943018301162084
96,57,5,18.716597711374547,-1.283402288625453
96,57,9,18.277176321477224,-1.7228236785227757
96,58,1,19.4962626421342,-0.5037373578657984
96,58,5,18.762297795656785,-1.2377022043432149
96,58,9,18.494457724093362,-1.5055422759066381
96,59,1,19.372088147989498,-0.6279118520105023
96,59,5,18.596720426680005,-1.4032795733199954
96,59,9,18.31179025873472,-1.688209741265279
96,60,1,19.30717071983168,-0.6928292801683185
96,60,5,18.453898517284976,-1.5461014827150237
96,60,9,18.052266200265418,-1.947733799734582
96,61,1,19.44898781782616,-0.5510121821738387
96,61,5,18.509462407744444,-1.4905375922555564
96,61,9,18.20006053846222,-1.7999394615377788
96,62,1,19.426988297895225,-0.5730117021047754
96,62,5,18.546861868726314,-1.4531381312736862
96,62,9,18.24297035326542,-1.7570296467345798
96,63,1,19.32905326371854,-0.6709467362814614
96,63,5,18.42087419174716,-1.57912580825284
96,63,9,18.111757703480997,-1.888242296519003
96,64,1,19.418455320602725,-0.5815446793972754
96,64,5,18.446235342893136,-1.5537646571068642
96,64,9,18.09447875460241,-1.9055212453975905
96,65,1,19.64827555983044,-0.3517244401695585
96,65,5,18.757691960235015,-1.2423080397649855
96,65,9,18.427655191842472,-1.5723448081575278
96,66,1,19.341128260817715,-0.6588717391822847
96,66,5,18.325277741905335,-1.6747222580946648
96,66,9,18.01667815574696,-1.983321844253041
96,67,1,19.638702804673414,-0.36129719532658555
96,67,5,18.449951630383186,-1.550048369616814
96,67,9,18.012064967521297,-1.9879350324787026
96,68,1,19.37835120476762,-0.6216487952323817
96,68,5,18.471575185131478,-1.5284248148685222
96,68,9,18.17449893188393,-1.8255010681160684
96,69,1,19.353143106938976,-0.6468568930610239
96,69,5,18.528997556829708,-1.471002443170292
96,69,9,18.251643243265335,-1.7483567567346654
96,70,1,19.429639808259715,-0.570360191740285
96,70,5,18.676165723162033,-1.3238342768379674
96,70,9,18.353549406927236,-1.646450593072764
96,71,1,19.647167039709505,-0.3528329602904954
96,71,5,18.734488013413028,-1.2655119865869722
96,71,9,18.371623500753696,-1.6283764992463041
96,72,1,19.324931066528933,-0.6750689334710671
96,72,5,18.283473799631352,-1.716526200368648
96,72,9,17.91766723899143,-2.082332761008569
96,73,1,19.49892015382711,-0.5010798461728889
96,73,5,18.368531823202428,-1.631468176797572
96,73,9,18.064394038944375,-1.935605961055625
96,74,1,18.967547015955223,-1.0324529840447774
96,74,5,18.009988655673574,-1.990011344326426
96,74,9,17.637154026523316,-2.3628459734766842
96,75,1,19.643931283817075,-0.356068716182925
96,75,5,18.685794918046184,-1.3142050819538156
96,75,9,18.322274903675762,-1.677725096324238
96,76,1,19.42085237858773,-0.5791476214122717
96,76,5,18.424572085678086,-1.5754279143219136
96,76,9,18.15070698833137,-1.8492930116686317
96,77,1,19.463703970748217,-0.5362960292517833
96,77,5,18.465214257346947,-1.5347857426530531
96,77,9,18.084316406262705,-1.9156835937372954
96,78,1,19.49196200657953,-0.5080379934204693
96,78,5,18.486418401291274,-1.5135815987087256
96,78,9,18.034856097021358,-1.9651439029786424
96,79,1,19.49459349265361,-0.5054065073463896
96,79,5,18.605293362467716,-1.394706637532284
96,79,9,18.300553644948724,-1.6994463550512755
96,80,1,19.427645559605878,-0.5723544403941219
96,80,5,18.53787080435929,-1.4621291956407099
96,80,9,18.25746904271443,-1.7425309572855703
96,81,1,19.200835121082086,-0.7991648789179138
96,81,5,18.301654474290544,-1.6983455257094562
96,81,9,17.94232179856246,-2.0576782014375397
96,82,1,19.086149281136638,-0.9138507188633618
96,82,5,18.159401693472294,-1.8405983065277063
96,82,9,17.923735800494754,-2.076264199505246
96,83,1,19.758523992952945,-0.24147600704705496
96,83,5,18.68611841918728,-1.313881580812719
96,83,9,18.302649166374774,-1.6973508336252259
96,84,1,18.851025204064292,-1.1489747959357075
96,84,5,17.9401911772606,-2.0598088227393987
96,84,9,17.57964077259681,-2.420359227403189
96,85,1,19.16537293476287,-0.8346270652371288
96,85,5,18.355472607271945,-1.6445273927280546
96,85,9,18.07954757128367,-1.920452428716331
96,86,1,19.759610644214067,-0.24038935578593268
96,86,5,18.971028135084016,-1.0289718649159845
96,86,9,18.68080583845928,-1.3191941615407217
96,87,1,19.299411296181376,-0.7005887038186245
96,87,5,18.482036836276137,-1.5179631637238629
96,87,9,18.18682303101151,-1.8131769689884898
96,88,1,19.50636033372609,-0.49363966627391065
96,88,5,18.3935065775084,-1.6064934224915994
96,88,9,17.99559996491052,-2.0044000350894784
96,89,1,19.436410355375692,-0.563589644624308
96,89,5,18.450297169338274,-1.549702830661726
96,89,9,18.081225545950385,-1.9187744540496148
96,90,1,19.1091669525929,-0.8908330474070993
96,90,5,18.279179844794054,-1.7208201552059457
96,90,9,18.022890340454467,-1.9771096595455333
