subject,file,region,block,direction,n_cells_available,n_cells_equalized,fit_status,midpoint_usable,low,amplitude,midpoint,scale,r_squared,constant_aic,sigmoid_aic,delta_aic_sigmoid_minus_constant,early_five_mean,late_five_mean,late_minus_early,early_identity_null_q95,early_identity_null_p,early_spatial_null_q95,early_spatial_null_p,monotonic_trend_rho,monotonic_trend_p,n_scores
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,74,11,detectable_transition,True,0.20674145561007426,0.24694920863893954,2.6299353210851417,0.5000000000000001,0.5993083161397703,-150.453314691613,-170.97564214358607,-20.52232745197307,0.3609824584993362,0.45223440481836974,0.09125194631903355,0.306633430717458,0.033932135728542916,0.2666226351384618,0.021956087824351298,0.3807881773399014,0.027944111776447105,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,74,11,detectable_transition,True,0.326159929957206,0.1028090038464054,8.847219407291785,1.2752739554546422,0.45669462522553506,-160.16110411071705,-171.85353235738523,-11.692428246668186,0.33239956719001645,0.40835228793852973,0.07595272074851328,0.2527424451178697,0.03592814371257485,0.3314692375947627,0.05189620758483034,0.5290640394088668,0.001996007984031936,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,LtoR,74,11,detectable_transition,True,0.0024926556891681126,0.37885417419486034,9.846285775353167,4.373881088888217,0.8076466843659585,-110.06203905916793,-148.569417194714,-38.50737813554606,0.0628158525099411,0.3764556105887338,0.3136397580787927,0.1436184183725409,0.18962075848303392,0.1408384026242273,0.15768463073852296,0.8852258852258852,0.001996007984031936,27
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,74,11,unresolved_nonmonotonic_or_weak,False,-0.6177616031579385,1.2573102988516711,1.0000000000000715,10.786670239722561,0.8671422019471291,-92.87075381059496,-141.3696033892771,-48.49884957868214,0.06999264281696693,0.5308184952237622,0.4608258524067953,0.11887091097264925,0.11177644710578842,0.14915465820897855,0.17764471057884232,0.9065934065934066,0.001996007984031936,27
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,11,11,unresolved_nonmonotonic_or_weak,False,-0.13027601739442318,0.33149476054662197,1.479136130766381,0.5000000000418997,0.22714583506091346,-133.75806656675317,-135.2303489374122,-1.4722823706590304,0.12447266502833162,0.2702597856092802,0.1457871205809486,0.08406078407501458,0.001996007984031936,0.09392405507657937,0.01996007984031936,0.3394088669950738,0.041916167664670656,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,RtoL,11,11,unresolved_nonmonotonic_or_weak,False,-0.05944922574660395,0.2043868592618846,2.0597303482892717,0.5000000000000001,0.1485171394586151,-132.15258267490998,-130.81508399617903,1.3374986787309524,0.09412795919765984,0.10712164244440656,0.012993683246746712,0.08736588940724486,0.029940119760479042,0.11235136248389764,0.11976047904191617,0.20049261083743838,0.12974051896207583,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,2,LtoR,11,11,present_from_first_observed_traversals,False,0.09567519634695144,2.3493083058649164e-11,1.0119766317941319,29.99891039953943,-1.2354339773423817e-11,-143.22773884098768,-137.2277388406541,6.000000000333586,0.10053072567168948,0.08932480190148409,-0.011205923770205392,0.09245783194314808,0.031936127744510975,0.04829245628955194,0.003992015968063872,-0.2313797313797314,0.8762475049900199,27
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA3,2,RtoL,11,11,unresolved_nonmonotonic_or_weak,False,-0.44836977212976364,0.5267273284059831,1.0000000000000002,0.5000000000000001,0.34689421944117593,-130.51811149555175,-136.02054811680483,-5.502436621253082,0.05066181438424826,0.07326447008656117,0.022602655702312915,0.09579173672021818,0.5089820359281437,0.08153244865542789,0.1596806387225549,-0.14224664224664224,0.7105788423153693,27
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,RSC,1,LtoR,38,11,detectable_transition,True,-0.02609011311964821,0.19331752318386666,4.639420280493083,3.8994446739995166,0.5307457090694472,-162.16767558292648,-178.1093789033803,-15.941703320453826,0.05235134988149366,0.15646217559678982,0.10411082571529616,0.0793327708064761,0.18562874251497005,0.05241245835827156,0.05189620758483034,0.6073891625615763,0.001996007984031936,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,RSC,1,RtoL,38,11,unresolved_nonmonotonic_or_weak,False,-0.10357195773209889,0.29832179077687554,1.0000000032748413,2.438765989553931,0.401489719501663,-161.01620528041258,-169.90224101413676,-8.886035733724185,0.10173847777155856,0.2028941389294589,0.10115566115790034,0.10842690902137614,0.06986027944111776,0.07809220783083384,0.015968063872255488,0.5197044334975368,0.005988023952095809,29
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,RSC,2,LtoR,38,11,unresolved_nonmonotonic_or_weak,False,-0.024326553320817526,0.30267354714488337,26.999786247848927,19.78341935853752,0.20580561090460958,-151.56587926618568,-151.78740894552925,-0.22152967934357548,0.038767216516113305,0.11525284253644404,0.07648562602033074,0.07457286266929013,0.25748502994011974,0.06915716729115176,0.18562874251497005,0.40048840048840045,0.021956087824351298,27
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,RSC,2,RtoL,38,11,present_from_first_observed_traversals,False,0.09272932028531317,6.245486613118105e-11,26.999999917051056,29.999999999990415,-5.482592158045918e-11,-148.88891721136838,-142.8889172098881,6.000000001480288,0.1342785334374817,0.07991972417670219,-0.0543588092607795,0.09602048485468248,0.015968063872255488,0.07163265584689434,0.003992015968063872,-0.4255189255189255,0.9880239520958084,27
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,LtoR,78,19,detectable_transition,True,0.1187396343174642,0.3053622822389877,6.472366086206356,1.428651896406003,0.9416856625363013,-93.05283409847429,-149.57479448374406,-56.521960385269765,0.15069889063172598,0.4381573600691289,0.28745846943740294,0.11289657463564101,0.005988023952095809,0.06546999087759608,0.003992015968063872,0.8452851496329757,0.001996007984031936,22
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA1,1,RtoL,78,19,detectable_transition,True,0.056630778454885976,0.3272180457896845,5.6494805758279645,2.55647302280927,0.8141716628161331,-92.31005883662388,-121.65162978214289,-29.34157094551901,0.14534986880798068,0.37283087266883025,0.22748100386084957,0.08343338200725392,0.001996007984031936,0.0699666810013753,0.001996007984031936,0.7974025974025974,0.001996007984031936,21
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,LtoR,78,19,present_from_first_observed_traversals,False,0.09099642947926326,0.09101643596461749,5.987216965350122,1.2996449408450719,0.40433541887072066,-154.7301593113706,-162.2001757070222,-7.470016395651584,0.0986597608757038,0.18066383261307864,0.08200407173737484,0.07409402076550892,0.01996007984031936,0.0756236297892971,0.011976047904191617,0.4461538461538461,0.013972055888223553,26
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,78,19,detectable_transition,True,0.07080184179120007,0.13107890645727813,6.87062948615725,1.8066241504554121,0.5505794323922572,-149.71361980938462,-165.30811595282543,-15.594496143440807,0.08526082527023096,0.18938655179099514,0.10412572652076418,0.06556730528693809,0.011976047904191617,0.08473349489854176,0.04790419161676647,0.583028083028083,0.007984031936127744,27
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,LtoR,19,19,present_from_first_observed_traversals,False,0.15599043903765683,0.08773100024350794,9.179236674435625,0.5000000787317536,0.24316946947238782,-107.66669957770901,-107.79624982765118,-0.12955024994217013,0.16278273746020464,0.24063602653126911,0.07785328907106448,0.09579994747018018,0.001996007984031936,0.08075160427318752,0.003992015968063872,0.4116318464144552,0.033932135728542916,22
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA3,1,RtoL,19,19,present_from_first_observed_traversals,False,0.2469168909422327,0.07470171168535071,6.185895266954716,0.5000000000055023,0.15773588153994333,-104.94299364204564,-102.54788795700651,2.395105685039127,0.24989585473364065,0.2949992017682685,0.045103347034627844,0.11717674382034839,0.001996007984031936,0.11730877393769445,0.001996007984031936,0.16623376623376623,0.23353293413173654,21
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA3,2,LtoR,19,19,present_from_first_observed_traversals,False,0.05416846847977921,0.25855104940069257,2.157886501749526,2.2874481778957003,0.3777789625945436,-134.75280440802698,-141.088761385962,-6.3359569779350124,0.21321118223593638,0.2803462375217807,0.06713505528584429,0.13066576081587022,0.001996007984031936,0.1030023531599039,0.001996007984031936,0.3292307692307692,0.05189620758483034,26
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,CA3,2,RtoL,19,19,unresolved_nonmonotonic_or_weak,False,-0.1318432755308506,0.5456501354197036,1.0000000000001543,2.3474416572476042,0.7157988259716141,-131.9005719506987,-159.86854112371813,-27.96796917301944,0.2577516897023465,0.394427178950117,0.13667548924777045,0.18068531315908948,0.003992015968063872,0.0884694759699323,0.001996007984031936,0.5347985347985348,0.001996007984031936,27
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,RSC,1,LtoR,19,19,present_from_first_observed_traversals,False,0.15316977083517822,0.02472174020637902,5.44283798478787,0.5000000002322607,0.04478094032793045,-133.98713059656538,-128.9950514214617,4.992079175103669,0.15219746291228856,0.15981796185252317,0.007620498940234616,0.10602279719197061,0.001996007984031936,0.05250252857682432,0.001996007984031936,0.0694522868435912,0.3812375249500998,22
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,RSC,1,RtoL,19,19,detectable_transition,True,0.10389166707408197,0.14234370432445395,15.995892277423968,2.330578232172496,0.48975028202995285,-113.96216905843488,-122.09212468888214,-8.129955630447256,0.11438793206021033,0.21619158420819842,0.10180365214798809,0.09682270627177185,0.013972055888223553,0.04750067901716924,0.001996007984031936,0.6064935064935064,0.001996007984031936,21
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,RSC,2,LtoR,19,19,unresolved_nonmonotonic_or_weak,False,0.054736851736423994,1.7712881216726628e-10,1.0304915110536408,29.97507438892995,-2.51767495740296e-11,-133.54457242517157,-127.54457242451696,6.000000000654609,0.025681809260740467,0.028043433185456667,0.0023616239247161996,0.04118262913695607,0.18363273453093812,0.049937369678591984,0.17365269461077845,-0.03658119658119658,0.5768463073852296,26
M02,sub-M02_ses-20240318T100000_behavior+ecephys.nwb,RSC,2,RtoL,19,19,present_from_first_observed_traversals,False,0.09921971561644542,4.742533740364346e-11,26.999999963854417,29.99999999999526,-2.238631502393673e-11,-164.80294015824288,-158.80294015763843,6.0000000006044445,0.11115160935950734,0.09844815190112527,-0.01270345745838207,0.08619728525898109,0.00998003992015968,0.04751065832881698,0.001996007984031936,-0.1800976800976801,0.8003992015968064,27
