subject,file,region,block,direction,direction_traversal,global_traversal,map_similarity,subsample_q025,subsample_q975,is_late_reference_traversal,n_cells_available,n_cells_equalized,duration_seconds,moving_speed_mean,moving_speed_median,moving_sample_fraction
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,6,69,0.06326899864088113,-0.15866016943673927,0.4226412453611049,False,74,11,14.296884836602658,12.112979574088353,8.384391987888904,0.5418994413407822
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,7,71,0.13282549200255156,-0.06166120604717925,0.5309575140698614,False,74,11,19.58898400000089,11.745391705751274,7.917106379072746,0.42448979591836733
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,8,73,0.1218551764311396,-0.0529356483387953,0.5517463120570776,False,74,11,18.551113333332978,9.225958429519,5.366966040773968,0.6430107526881721
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,9,75,0.3578683096010117,0.03344482413761939,0.625339707564528,False,74,11,14.291889265306054,11.102415930142516,8.740865104168822,0.5682451253481894
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,10,77,0.3423751454171676,-0.017579393289095274,0.6823782464665822,False,74,11,20.43781020408187,11.160796249009197,6.888296431674757,0.41796875
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,11,79,0.40587102587638724,-0.11348922618485897,0.765456699802596,False,74,11,19.344310117647183,13.303731924509622,9.688140235622633,0.371900826446281
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,12,81,0.2831522286401776,0.010413733906255307,0.7003801633526499,False,74,11,13.45596503268007,13.629051196280377,12.413134881511454,0.5103857566765578
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,13,83,0.3352549499232903,-0.048798818045305385,0.6557476025456223,False,74,11,22.712774836601056,9.86343665295204,6.169875379395238,0.44639718804920914
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,14,85,0.3071770684891124,-0.0024234947526560044,0.7341470283562102,False,74,11,22.52423525410086,10.019518886725574,6.9607450149081735,0.44778761061946903
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,15,87,0.3677979987692266,0.05743567990789505,0.638356676161229,False,74,11,22.694719238094876,10.398630241395882,5.8010061460120905,0.43209876543209874
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,16,89,0.4572489561322992,0.05127792813019652,0.737570620220405,False,74,11,29.859345360544467,8.602067052423077,5.079786755822994,0.42168674698795183
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,17,91,0.39400772972681974,0.04160875476705125,0.7293103291763428,False,74,11,27.83527993464122,10.56850013161134,6.706450919622648,0.3428981348637016
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,18,93,0.44501413386350663,0.05052462267145234,0.7877692272494708,True,74,11,31.4996811428573,9.33121298326783,5.858490758685235,0.36928934010152287
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,19,95,0.3419801143963813,0.02671311539312471,0.6518872514847766,True,74,11,26.341942095237755,8.538561050885283,6.000847009074116,0.5007587253414264
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,20,97,0.3713510466925376,0.05587414043475963,0.6549763524973329,True,74,11,40.876829251700656,7.48414668273195,5.633000173346894,0.5058708414872799
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,21,99,0.3777993625575613,-0.012445482287211745,0.5551191747705135,True,74,11,74.03989999999976,5.213274731254621,4.381359183974332,0.28363047001620745
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,22,101,0.5565359890658934,0.1424466994996819,0.7766995856896867,True,74,11,18.829901999999493,9.164619100040335,7.2270715657012365,0.559322033898305
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,23,103,0.4785401081303029,0.01280234187898652,0.7519176154155645,True,74,11,33.302382666665835,10.357786364254336,5.370917024994462,0.2845138055222089
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,24,105,0.564006905713584,0.1557996524874026,0.7892504333261291,True,74,11,32.95365333333302,9.048913075704172,5.8624092464342805,0.2896969696969697
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,25,107,0.5065534486797956,0.11587375379705567,0.7568540033519956,True,74,11,50.914404575162735,6.157704656691684,4.985523216269635,0.36891679748822603
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,26,109,0.559604431006189,0.20316731840444255,0.7955539987054859,True,74,11,37.28625411764733,6.158804223094256,5.5156129089958625,0.4255091103965702
M01,sub-M01_ses-20240318T100000_behavior+ecephys.nwb,CA1,2,RtoL,27,111,0.5453875825889396,0.13343726664076508,0.7443512518247754,True,74,11,47.77457333333405,6.922499950863295,5.326782124789515,0.4092050209205021
