forward_connection,reverse_connection,lag_same_direction_traversals,mean_forward_minus_reverse_delta_mse,mice_forward_greater,n_mice,exact_two_sided_sign_flip_p
CA3->CA1,CA1->CA3,0,0.00506344670090624,3,4,0.625
CA3->CA1,CA1->CA3,1,0.01799032860707921,3,4,0.375
CA1->RSC,RSC->CA1,0,0.01666438978026818,3,4,0.5
CA1->RSC,RSC->CA1,1,-0.0052981932882522655,2,4,0.625
