source,target,lag_same_direction_traversals,n_curves,n_mice,mouse_level_mean_delta_mse,mouse_level_circular_shift_p_relative,positive_gain_p,mice_positive,bh_q_positive_gain_across_8_tests,supported_positive_gain
CA1,CA3,0,24,4,-0.0852238999243789,0.0001999600079984,1.0,1,1.0,False
CA1,CA3,1,24,4,-0.0607341852016542,0.006998600279944,1.0,1,1.0,False
CA1,RSC,0,24,4,-0.1060842649212621,0.0001999600079984,1.0,0,1.0,False
CA1,RSC,1,24,4,-0.0816844477959895,0.0257948410317936,1.0,0,1.0,False
CA3,CA1,0,24,4,-0.0623720143255467,0.0001999600079984,1.0,1,1.0,False
CA3,CA1,1,24,4,-0.0814487673323605,0.0275944811037792,1.0,0,1.0,False
RSC,CA1,0,24,4,-0.0719434186557602,0.0001999600079984,1.0,0,1.0,False
RSC,CA1,1,24,4,-0.0609647435802818,0.0253949210157968,1.0,0,1.0,False
