forward_connection,reverse_connection,lag_same_direction_traversals,mean_forward_minus_reverse_delta_mse,mice_forward_greater,n_mice,exact_two_sided_sign_flip_p
CA3->CA1,CA1->CA3,0,-0.010130649541452118,1,4,1.0
CA3->CA1,CA1->CA3,1,0.01005811253321455,2,4,0.875
CA1->RSC,RSC->CA1,0,0.004090113994287679,2,4,0.875
CA1->RSC,RSC->CA1,1,0.027311091788855282,2,4,0.75
