subject,file,region,block,direction,direction_traversal,global_traversal,map_similarity,subsample_q025,subsample_q975,is_late_reference_traversal,n_cells_available,n_cells_equalized,duration_seconds,moving_speed_mean,moving_speed_median,moving_sample_fraction
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,5,9,0.14897064090114692,-0.02537946495180512,0.3122274901351141,False,142,21,20.903563333333295,9.42256429918305,8.831574852996907,0.5564053537284895
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,6,11,0.1821082130755792,-0.010935452953983228,0.4047620812847962,False,142,21,19.58455999999933,12.968465260630527,12.3791920036925,0.4306122448979592
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,7,13,0.22503166961911697,0.051587286905242724,0.4174260159986769,False,142,21,16.533297360543656,14.676361749625526,9.800433421136304,0.45542168674698796
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,8,15,0.24473028633606103,0.07303505575243276,0.41909412592145534,False,142,21,19.22215047619011,15.612683157710638,10.603221117450039,0.35477178423236516
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,9,17,0.12478899740450505,-0.015202255309109354,0.3399200321329106,False,142,21,54.119504000000234,12.524629799704712,8.02987933428311,0.16248153618906944
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,10,19,0.23959418795768794,0.04199769473593646,0.44180289139912543,False,142,21,15.228204666666898,17.913980124829234,20.367634381016792,0.39790575916230364
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,11,21,0.23117682525862052,0.029973062197106194,0.39938591746916896,False,142,21,12.869225333332906,17.941703699636342,13.803093407344818,0.4722222222222222
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,12,23,0.13878969416296555,-0.0005695857326945593,0.30800582765738876,False,142,21,24.078804470587784,12.587012450165306,8.2337393329713,0.3582089552238806
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,13,25,0.290977165923628,0.09378338143002131,0.5014961171241825,False,142,21,14.708960000000843,16.719173485636833,14.530252639096513,0.43902439024390244
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,14,27,0.23604462840245788,0.013612807211348789,0.4053466132871487,False,142,21,14.317285142857145,16.326146717144084,13.449238783276327,0.4722222222222222
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,15,29,0.24689291378300865,0.04920205042217512,0.4398944029140486,False,142,21,30.554396705882027,8.548426589803608,6.714506533188378,0.44836601307189544
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,16,31,0.23130343957410143,0.042161283122813975,0.42569170607060025,False,142,21,13.54970400000002,14.208775468683424,13.665871872696805,0.5529411764705883
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,17,33,0.18026790602346796,-0.016199813071316835,0.4409407678080181,False,142,21,27.014780392156354,15.166922758576929,8.423383557158388,0.28402366863905326
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,18,35,0.26416227804505643,0.06514800969699795,0.4287411820890213,False,142,21,24.22252533333267,11.52274024508629,9.340501851781996,0.43492586490939045
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,19,37,0.2195497763193113,0.017465058563216184,0.40977232212311543,False,142,21,25.780681999999615,13.202521617238734,8.624926857059037,0.45271317829457364
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,20,39,0.19714064994946598,0.042431147062814464,0.45855821972254385,False,142,21,49.842158666666364,11.23356128544377,6.280342460685961,0.2564102564102564
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,21,41,0.24265674157928988,0.0806176196614048,0.4379779500908413,False,142,21,27.21977599999991,12.299241060427331,7.285008499569101,0.35043988269794724
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,22,43,0.23033299361072546,0.04680859634531649,0.38309877854513363,False,142,21,43.36613333333298,8.257389753672488,5.204171507874507,0.343778801843318
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,23,45,0.2675852843016685,0.08350085214485112,0.4628412332779167,False,142,21,18.9848513333327,10.961536637300597,8.775653721411851,0.5536842105263158
M01,sub-M01_ses-20240312T100000_behavior+ecephys.nwb,CA1,1,RtoL,24,47,0.23682035914570182,0.07261573263834015,0.4195167706339357,False,142,21,20.064773333332596,12.342078793249398,12.264363469583468,0.44731610337972166
