subject,file,region,block,direction,raw_fit_status,raw_midpoint,behavior_cv_r2,behavior_ridge_alpha,adjusted_fit_status,adjusted_midpoint_usable,adjusted_low,adjusted_amplitude,adjusted_midpoint,adjusted_scale,adjusted_r_squared,adjusted_constant_aic,adjusted_sigmoid_aic,adjusted_delta_aic_sigmoid_minus_constant,adjusted_early_five_mean,adjusted_late_five_mean,adjusted_late_minus_early,adjusted_early_identity_null_q95,adjusted_early_identity_null_p,adjusted_early_spatial_null_q95,adjusted_early_spatial_null_p,adjusted_monotonic_trend_rho,adjusted_monotonic_trend_p,adjusted_n_scores
M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,CA3,1,LtoR,unresolved_nonmonotonic_or_weak,1.000000000001246,-0.4229063229935752,1.0,unresolved_nonmonotonic_or_weak,False,-0.18993880009303724,0.391159433728722,1.0000000000000653,3.4326873934541435,0.1350440241978429,-140.83061576670175,-140.05337582808878,0.7772399386129791,0.05172116156868206,0.13799304974393997,0.08627188817525791,0.08744665953938432,0.1996007984031936,0.09748516991743712,0.2135728542914171,0.2885456885456885,0.043912175648702596,36
M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,CA3,1,RtoL,unresolved_nonmonotonic_or_weak,1.0000000000000002,-0.22652224331851345,1.0,unresolved_nonmonotonic_or_weak,False,0.05481018221284921,0.11189372073498505,5.471871073534707,0.5000000001434429,0.13135308802832757,-158.28944223498948,-157.21809154178518,1.0713506932042947,0.053234182684273525,0.15998622310151095,0.10675204041723743,0.13775927646671404,0.086,0.12148197048642245,0.16,0.18151260504201683,0.1656686626746507,35
M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,RSC,1,LtoR,unresolved_nonmonotonic_or_weak,18.434084864689467,-0.5610147456061301,1.0,unresolved_nonmonotonic_or_weak,False,0.009779918699431423,0.051980707116545594,15.117802063225009,0.5000000000109479,0.051451768252888,-157.41860000431606,-153.3202150568964,4.0983849474196745,0.08874128877175373,-0.012935725795807474,-0.1016770145675612,0.10502686855889065,0.1676646706586826,0.08925782864021464,0.0558882235528942,0.08622908622908623,0.26746506986027946,36
M02,sub-M02_ses-20240312T100000_behavior+ecephys.nwb,RSC,1,RtoL,unresolved_nonmonotonic_or_weak,7.129011398572987,-0.20645204943238915,1.0,unresolved_nonmonotonic_or_weak,False,0.06640582120413736,0.13161376408656209,7.146153409953347,0.5000000777608655,0.15438842747055526,-143.49294582779328,-143.3622763905607,0.1306694372325694,0.07008409565135902,0.21699406290612488,0.14690996725476585,0.105050689364428,0.2255489021956087,0.10023105971151922,0.1876247504990019,0.2871148459383754,0.04590818363273453,35
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,CA1,1,LtoR,unresolved_nonmonotonic_or_weak,1.0000000000000129,-0.037469855951696385,1.0,unresolved_nonmonotonic_or_weak,False,-0.12050913418307002,0.45166366157271787,1.0000000000129339,21.47061496431321,0.6846780378073605,-286.3913181269748,-342.71601536419087,-56.32469723721607,0.09119671843192337,0.3004016558750126,0.20920493744308924,0.06714970021409616,0.0119760479041916,0.058527832266041774,0.0039920159680638,0.824966647608157,0.001996007984031936,54
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,CA1,1,RtoL,detectable_transition,17.018967001369113,0.03016757346860588,1.0,unresolved_nonmonotonic_or_weak,False,0.1275724158266173,0.07713109408267677,22.13713426853992,1.8357215491374472,0.5610028986613773,-328.7854154414024,-367.2415887567137,-38.45617331531133,0.11287939155863536,0.21636170709180708,0.10348231553317172,0.07909320419032503,0.0059880239520958,0.07493335561528441,0.0019960079840319,0.7230417381360776,0.001996007984031936,54
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,CA3,1,LtoR,unresolved_nonmonotonic_or_weak,1.0000000093027477,-0.14145762926537309,1.0,unresolved_nonmonotonic_or_weak,False,-0.1413626504723445,0.349966518410142,1.0000000000082636,20.727891401282783,0.46312270293768465,-291.2357051365,-318.822933350862,-27.587228214362028,0.034023783513922566,0.18331006307133718,0.1492862795574146,0.056147165273494004,0.3393213572854291,0.0483761550765686,0.1417165668662674,0.6736420811892508,0.001996007984031936,54
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,CA3,1,RtoL,detectable_transition,29.40744146868238,0.031969775969286296,1.0,detectable_transition,True,0.11556539601839684,0.16564697899700234,28.630132647320373,2.797145649651629,0.5667718702767264,-249.02674628809,-288.197251174917,-39.17050488682702,0.11586186526505556,0.23383616100835036,0.11797429574329481,0.10663262298097599,0.0179640718562874,0.0779991960904648,0.0059880239520958,0.7234991423670668,0.001996007984031936,54
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,RSC,1,LtoR,unresolved_nonmonotonic_or_weak,22.59354895376601,-0.1448128661335688,1.0,unresolved_nonmonotonic_or_weak,False,0.021455998199423763,0.060831874634998284,22.69636220335219,0.8433695671488796,0.3480749928799388,-323.5710380558072,-340.6736282007718,-17.10259014496461,0.02861055593471564,0.1022885481533237,0.07367799221860805,0.04497598709512892,0.2375249500998004,0.03872101295226392,0.0998003992015968,0.5238421955403086,0.001996007984031936,54
M02,sub-M02_ses-20240313T100000_behavior+ecephys.nwb,RSC,1,RtoL,unresolved_nonmonotonic_or_weak,1.000000000047313,-0.027395300331675365,1.0,unresolved_nonmonotonic_or_weak,False,0.06625873800365796,0.028419801562404777,34.955252928156476,1.6592863555106991,0.07909937153933877,-332.40394337677776,-330.85371314269275,1.5502302340850065,0.0536226552745591,0.08246331534742377,0.028840660072864663,0.06647155754216458,0.2235528942115768,0.04568947455627568,0.0219560878243512,0.26556127310844285,0.021956087824351298,54
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,CA1,1,LtoR,present_from_first_observed_traversals,1.0000000000002398,0.3729326560251772,1.0,present_from_first_observed_traversals,False,0.27970582305377295,0.04650817917321966,17.721178575506933,0.5000000312127885,0.2592889521739583,-307.23581312367077,-315.94290237941334,-8.707089255742574,0.2773544352607623,0.3057429359167598,0.028388500655997462,0.1132296039715096,0.0019960079840319,0.1575337766818929,0.0019960079840319,0.31244897959183665,0.011976047904191617,49
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,CA1,1,RtoL,present_from_first_observed_traversals,1.000000000000025,-0.416690496689607,1.0,present_from_first_observed_traversals,False,0.15479474530930146,0.09743601694305704,1.0000000000000002,2.3906127707366354,0.08565678113432518,-328.4741817888278,-326.8620957754548,1.6120860133730162,0.22344466148029082,0.2709269664587878,0.04748230497849695,0.07593668572088726,0.0019960079840319,0.07803734879311755,0.0019960079840319,0.1707142857142857,0.10379241516966067,49
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,CA3,1,LtoR,present_from_first_observed_traversals,48.999999869265295,-0.1153226759592505,1.0,present_from_first_observed_traversals,False,0.1783577595459643,1.2182884456701345e-10,48.999999873786734,29.9999999999936,-7.623257580746667e-11,-281.34269874554604,-275.3426987418107,6.000000003735352,0.21362763845937457,0.15481705705539367,-0.058810581403980905,0.08647828903369474,0.0019960079840319,0.07652887367590934,0.0019960079840319,-0.1540816326530612,0.8542914171656687,49
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,CA3,1,RtoL,present_from_first_observed_traversals,3.54810015008697,-0.3553447473575517,1.0,present_from_first_observed_traversals,False,0.22333300286480337,0.1365882145821191,3.50081470510148,0.5000000000000001,0.2692903686001412,-278.27226174693874,-287.6454785883644,-9.373216841425688,0.28417107785040113,0.37009982364798816,0.08592874579758703,0.10194519628838211,0.0019960079840319,0.09911903614931511,0.0019960079840319,0.11744897959183671,0.19760479041916168,49
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,RSC,1,LtoR,unresolved_nonmonotonic_or_weak,11.704145541233371,0.18281204100049742,1.0,unresolved_nonmonotonic_or_weak,False,0.07769023204755743,0.021982799752632638,16.10999140539213,0.7220795370040486,0.08523707513222023,-329.7516988491192,-328.11712579251514,1.6345730566040402,0.06712855265719973,0.09260053513699235,0.025471982479792613,0.06195995587782449,0.0439121756487025,0.06858650553213799,0.059880239520958,0.1271428571428571,0.19161676646706588,49
M02,sub-M02_ses-20240314T100000_behavior+ecephys.nwb,RSC,1,RtoL,present_from_first_observed_traversals,1.0000000000000002,-0.49034183265572606,1.0,present_from_first_observed_traversals,False,0.10314567951034542,1.61067806315255e-12,48.99999998990074,29.999999999999996,-9.57456336436735e-13,-310.17714168787205,-304.17714168782516,6.000000000046896,0.10097795613293188,0.07953935498255542,-0.021438601150376463,0.062256658330857105,0.0019960079840319,0.05898592809741111,0.0079840319361277,-0.12448979591836733,0.8243512974051896,49
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,CA1,1,LtoR,detectable_transition,24.851995077761853,0.003555449348159101,1.0,detectable_transition,True,0.14685431138833466,0.33004560261200344,22.249610049943296,6.41910632555787,0.7598320965227958,-176.11907672594444,-231.4550078301309,-55.33593110418647,0.16061212237136085,0.42503268926471593,0.2644205668933551,0.0787682317869815,0.0019960079840319,0.0857385283454411,0.0019960079840319,0.8577469042585322,0.001996007984031936,43
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,CA1,1,RtoL,unresolved_nonmonotonic_or_weak,1.0000000000000002,-0.056075692321751136,1.0,detectable_transition,True,-0.6079712350687634,1.5517547600813932,2.078586818193698,29.999999999999996,0.777377563485257,-157.33887646300596,-217.4391107620792,-60.100234299073236,0.17947149748526087,0.6403299963529265,0.46085849886766567,0.0931606108900881,0.0019960079840319,0.09160763617472521,0.0039920159680638,0.8945736434108527,0.001996007984031936,44
M03,sub-M03_ses-20240621T100000_behavior+ecephys.nwb,CA3,1,LtoR,detectable_transition,24.11751291739844,-0.1346740531825783,1.0,detectable_transition,True,0.06735748925892932,0.31071028711385523,22.627883425679357,5.129846345976347,0.5771341424736365,-161.2904670634865,-192.30057875590276,-31.010111692416274,0.085228643689534,0.3648705265561554,0.2796418828666214,0.09365338218570116,0.0758483033932135,0.054120822525539555,0.0059880239520958,0.7369374811235277,0.001996007984031936,43
