forward_connection,reverse_connection,lag_same_direction_traversals,mean_forward_minus_reverse_delta_mse,mice_forward_greater,n_mice,exact_two_sided_sign_flip_p
CA3->CA1,CA1->CA3,0,0.00046621054437305867,2,4,1.0
CA3->CA1,CA1->CA3,1,0.008602097325359933,3,4,0.375
CA1->RSC,RSC->CA1,0,0.053805778581045634,3,4,0.375
CA1->RSC,RSC->CA1,1,0.014637426531080265,3,4,0.375
